stage,scenario,n,p,learner,tabicl_estimators,success_count,failure_count,oom_count,bias,rmse,empirical_sd,mean_standard_error,coverage,mean_interval_length,mean_runtime_seconds,mean_l_mse,mean_m_mse,bias_mcse
stage2,smooth,1000,100,mlp,0,100,0,0,0.06195848380850506,0.07547493884717626,0.04331716106304558,0.036886078202449116,0.63,0.14459076961545642,6.291909122008365,2.9117405061950823,1.0464993782914294,0.004331716106304558
stage2,smooth,1000,100,random_forest,0,100,0,0,-0.029337228576797783,0.04943188334875479,0.0399853269910783,0.037116106766827285,0.86,0.14549246501864976,855.6759672350029,0.690826304272523,0.1755074432254039,0.00399853269910783
stage2,smooth,1000,100,tabiclv2_1,1,100,0,0,-0.007212957269374366,0.0379411639395885,0.03743688518351044,0.03510576579144094,0.91,0.137612073201845,4.910811087006005,0.3629240889877297,0.0599085587651272,0.0037436885183510437
stage2,smooth,1000,100,tabiclv2_8,8,100,0,0,-0.007340051580605541,0.038194555184741893,0.03767146239990986,0.035399741777259915,0.92,0.13876443789089474,15.290129200000083,0.3795247272917106,0.05728992959820062,0.0037671462399909857
stage2,smooth,1000,100,xgboost,0,100,0,0,-0.018187776217493422,0.04499912504969459,0.04136711780942712,0.03627575216083235,0.9,0.14219833549466487,832.2181185629976,0.6884085629131431,0.1986950186189481,0.004136711780942712
stage2,tree,2000,10,ensemble,0,100,0,0,-0.06411660864016615,0.06853153817692029,0.024321753603761282,0.02365481516680378,0.24,0.09272517157577448,1054.081731421008,0.25232726089099283,0.12683511802118377,0.002432175360376128
stage2,tree,2000,10,lasso,0,100,0,0,-0.07265674445908947,0.0759121243794943,0.022102792739453016,0.021799637781343986,0.07,0.08545300985490573,0.09704078499926254,0.7242508798464737,0.49342930757196923,0.0022102792739453017
stage2,tree,2000,10,mlp,0,100,0,0,-0.07361617371316641,0.07701240056864993,0.022731831665925614,0.022647597764754602,0.08,0.08877695191053771,11.181407200008397,0.7151917663858797,0.43425158663842667,0.0022731831665925616
stage2,tree,2000,10,random_forest,0,100,0,0,-0.09760407534109722,0.10053816653311376,0.024233031273377524,0.023849726320021893,0.01,0.09348920925675981,109.42975424200645,0.27655297105217663,0.16018663358899896,0.0024233031273377522
stage2,tree,2000,10,tabiclv2_1,1,100,0,0,-0.09743789159327411,0.09997468059436664,0.022491166432129946,0.022988258556684172,0.01,0.09011231767679138,4.318975861992222,0.23953604622306848,0.18571117633518774,0.002249116643212995
stage2,tree,2000,10,tabiclv2_8,8,100,0,0,-0.0991474753966135,0.10156416375598284,0.022134973513753414,0.02291488825026339,0.01,0.08982471136055262,7.391554579004878,0.23356731949146894,0.18790032250889088,0.002213497351375341
stage2,tree,2000,10,xgboost,0,100,0,0,-0.05028805980148923,0.056600535333787186,0.026106457296981633,0.02363909621460123,0.42,0.09266355441539105,54.99382433399791,0.27967838720494204,0.12739865873411674,0.0026106457296981634
stage2,tree,5000,10,ensemble,0,100,0,0,-0.044339527771378826,0.04748662171632321,0.01708521479780624,0.014779618504722569,0.17,0.05793503994899592,1978.889253678003,0.169126721724228,0.07354225661082883,0.0017085214797806238
stage2,tree,5000,10,lasso,0,100,0,0,-0.07163708696462422,0.07308802605963258,0.014563942069454423,0.013765423702503108,0.0,0.053959469377680175,0.10934906300273724,0.716924136677887,0.4901164283037286,0.0014563942069454423
stage2,tree,5000,10,mlp,0,100,0,0,-0.0733300956087808,0.0754182825955044,0.017713044547275507,0.01456426854420063,0.0,0.05709088361560568,35.752909218999555,0.5156964838721898,0.3054583123087468,0.0017713044547275508
stage2,tree,5000,10,random_forest,0,100,0,0,-0.08141224249083823,0.08335785491441064,0.01799491366253557,0.01492584645300882,0.0,0.05850824297334441,756.1388223619957,0.20223389332401517,0.11337376185868264,0.0017994913662535568
stage2,tree,5000,10,tabiclv2_1,1,100,0,0,-0.09230033097037323,0.0936333803495538,0.015822845599717424,0.014314373737997287,0.0,0.05611131397544133,4.963697966991458,0.1616462840580392,0.15443885829828433,0.0015822845599717424
stage2,tree,5000,10,tabiclv2_8,8,100,0,0,-0.09484685452053226,0.09626745583859973,0.01656018229288166,0.014269203566031953,0.0,0.05593425015498627,13.032343614997808,0.15632900163505686,0.1571584834006118,0.001656018229288166
stage2,tree,5000,10,xgboost,0,100,0,0,-0.04033811230476509,0.04378442088946406,0.01711258643392286,0.0147895054816741,0.25,0.057973796186477855,87.23213577199378,0.17690725212818648,0.07322547168160591,0.0017112586433922859
stage2,tree,5000,50,ensemble,0,100,0,0,-0.10775561043166013,0.10915488783707615,0.01750953446545474,0.014768059151675082,0.0,0.05788972811768062,5603.009952739007,0.19892024330260408,0.15786862485351427,0.0017509534465454742
stage2,tree,5000,50,lasso,0,100,0,0,-0.06970711183623518,0.0712165502511504,0.014658247898013902,0.013883302981225443,0.0,0.05442154765931886,0.18847084400360473,0.7207291227758093,0.4900513356052727,0.0014658247898013902
stage2,tree,5000,50,mlp,0,100,0,0,-0.12125904567613155,0.12215416355143245,0.014835240417546938,0.01454969117063575,0.0,0.05703374136125298,16.324857346998762,0.9014541794217259,0.588763301182899,0.0014835240417546938
stage2,tree,5000,50,random_forest,0,100,0,0,-0.12863179070722028,0.1297014623304687,0.016706973990373585,0.01503069134419005,0.0,0.058919227394700874,2031.7643377330014,0.23992373252613966,0.17465042552323007,0.0016706973990373586
stage2,tree,5000,50,tabiclv2_1,1,100,0,0,-0.10549871231441182,0.1067655447239615,0.016480880879088385,0.014313054199142947,0.0,0.056106141478179924,6.712795423998032,0.16420142693646686,0.1755079224837478,0.0016480880879088384
stage2,tree,5000,50,tabiclv2_8,8,100,0,0,-0.11454733596638618,0.11567749914938245,0.01621171893313286,0.014237805046817922,0.0,0.055811170221331495,26.722121280994035,0.15732811886812267,0.18626268153586456,0.001621171893313286
stage2,tree,5000,50,xgboost,0,100,0,0,-0.09968666000539476,0.10126337836714472,0.017889718713631996,0.014727290877509604,0.0,0.057729919419528236,731.9100323019945,0.20761407985401384,0.15968133986392646,0.0017889718713631996
