stage,scenario,n,p,learner,tabicl_estimators,success_count,failure_count,oom_count,bias,rmse,empirical_sd,mean_standard_error,coverage,mean_interval_length,mean_runtime_seconds,mean_l_mse,mean_m_mse,bias_mcse
stage1,mixed,2000,100,random_forest,0,20,0,0,-0.025645927568814914,0.03487475379164424,0.02424729721591131,0.024907438607068063,0.7,0.09763536523399183,836.2458339000062,0.3350688787096555,0.10607496418977018,0.005421860484541908
stage1,mixed,2000,100,tabiclv2,1,20,0,0,-0.003300438444848547,0.020450741627527223,0.020706976683123275,0.022949259748763527,0.95,0.08995944515886249,5.30373823000009,0.09325253129001139,0.030716558050524916,0.004630220747196676
stage1,mixed,2000,100,xgboost,0,20,0,0,-0.01990758037825175,0.03189718081294534,0.02556968573787851,0.024048894130285502,0.85,0.09426993272675262,453.4577606200066,0.26579573551177393,0.10810151029272433,0.005717555547320322
stage1,mixed,5000,10,ensemble,0,20,0,0,-0.005177924319065136,0.014298724546287294,0.013674510417354988,0.014462817301814224,0.95,0.056693202053077284,1010.308751505008,0.07385138167820096,0.031759625192187904,0.0030577134852234774
stage1,mixed,5000,10,lasso,0,20,0,0,0.03623409796811207,0.042785144816013865,0.02334317800409981,0.02308692258411795,0.65,0.0904990735574712,0.09508913499885238,1.2353314947723948,0.1717717286681121,0.005219693282804504
stage1,mixed,5000,10,mlp,0,20,0,0,-0.03239555708411183,0.03609267712611752,0.016325931047528407,0.01466622014317823,0.4,0.057490526539930434,26.277616604987998,0.12521962552137617,0.07735879322533326,0.0036505891618247867
stage1,mixed,5000,10,random_forest,0,20,0,0,-0.010710815279302111,0.01676126713802407,0.013227503727774502,0.015051638883283702,0.95,0.05900134023907747,246.30987023501075,0.15926693841677625,0.04803526211239385,0.0029577597507935657
stage1,mixed,5000,10,tabiclv2,1,20,0,0,-0.001655999353895643,0.013470042489557998,0.013715136118456291,0.014269544029670364,0.95,0.05593558474792493,4.621714725000038,0.031074857277750258,0.009920510710169299,0.003066797668153087
stage1,mixed,5000,10,xgboost,0,20,0,0,-0.0029834810811376457,0.01439163759487293,0.014444743108632021,0.014472664174406591,0.95,0.056731801084360045,58.31626455999795,0.09760638891777632,0.03862755036095687,0.003229942750842283
stage1,mixed,5000,50,ensemble,0,20,0,0,-0.008860038315358632,0.018884361874928833,0.017110133792384793,0.01480060290547518,0.9,0.058017297288420464,5363.15001147,0.12437556315917617,0.04348614570413346,0.003825942226388867
stage1,mixed,5000,50,lasso,0,20,0,0,0.024953319191347422,0.03186557798969335,0.02033267844089932,0.023079721031966295,0.9,0.09047084399177108,0.15908163000713102,1.232910102712548,0.1801093165581708,0.004546525115849532
stage1,mixed,5000,50,mlp,0,20,0,0,-0.06274588893964374,0.06567562885219339,0.019900850188264194,0.017352842132199807,0.05,0.06802189121704175,19.675912354973843,0.802250813980552,0.2812417980366688,0.004449965383099822
stage1,mixed,5000,50,random_forest,0,20,0,0,-0.019866536145909924,0.025589123964906292,0.016547348550673295,0.015270373812928237,0.8,0.05985876540760582,1221.4448714399944,0.19049629964912299,0.05633066208040417,0.003700099620668811
stage1,mixed,5000,50,tabiclv2,1,20,0,0,-0.004449314418988259,0.01772875431996887,0.017607185463201575,0.014290215345185328,0.9,0.05601661481576968,6.2111743550000025,0.038344742522796064,0.013529968593848052,0.003937086358816485
stage1,mixed,5000,50,xgboost,0,20,0,0,-0.010045480327958494,0.02043639089154357,0.018259370994313087,0.014678215485775753,0.9,0.057537547418877136,256.8232549250068,0.12901898948704255,0.05099207468473044,0.004082919476967198
stage1,mixed,5000,100,ensemble,0,20,0,0,-0.01279747848237034,0.018134618272823925,0.013182481373091432,0.01476093265057168,0.85,0.0578617927466837,19096.789157739986,0.13295476673410583,0.04550169391319174,0.0029476924462357207
stage1,mixed,5000,100,lasso,0,20,0,0,0.03308108462615923,0.03693018285874132,0.016842310315860774,0.022958314675511703,0.75,0.08999493981948067,0.22480829999549315,1.2481343244093723,0.17821010615710717,0.0037660550764410643
stage1,mixed,5000,100,mlp,0,20,0,0,-0.10220178976558247,0.10398129316572462,0.019652333385713146,0.020640696534383784,0.0,0.08091004364642586,21.188943525007925,1.4094287062212945,0.37514268114459787,0.004394395336694319
stage1,mixed,5000,100,random_forest,0,20,0,0,-0.023924317814362737,0.027892782065981867,0.014712483367525382,0.01522985997621768,0.65,0.05969995408594939,5851.818716960004,0.20257660544584274,0.05706601194915502,0.0032898112927621775
stage1,mixed,5000,100,tabiclv2,1,20,0,0,-0.0091021351615784,0.013692586378629315,0.010495014216613988,0.014190893664933313,0.9,0.05562728098341383,8.181386669999847,0.04111267174681855,0.014418010724744421,0.002346756521317558
stage1,mixed,5000,100,xgboost,0,20,0,0,-0.014987021584163557,0.020020505226953093,0.013619251605463413,0.014632816696731124,0.8,0.057359587435938705,478.42008719500154,0.1377755241050113,0.05330231815742783,0.0030453572392489334
stage1,smooth,500,10,ensemble,0,20,0,0,-0.010277058825297503,0.0470588026509928,0.04711590377207502,0.04807608602900334,0.95,0.18845479426899162,307.34076934999905,0.5850839743722129,0.20001664494990315,0.010535436365569851
stage1,smooth,500,10,lasso,0,20,0,0,0.23920524833819198,0.24471740273782305,0.05298913861110741,0.04945707105349281,0.0,0.19386815609136868,0.08107115499733482,2.442323707147681,0.6377714539583156,0.011848731600359496
stage1,smooth,500,10,mlp,0,20,0,0,-0.08961492445785654,0.12893660637087434,0.09511109170388987,0.05278025314869522,0.5,0.20689479053269885,7.3113481600012165,0.8534290874609404,0.3975803230300681,0.021267486646411406
stage1,smooth,500,10,random_forest,0,20,0,0,-0.012504488774444222,0.05346643937971691,0.05333408015257017,0.0506197684445011,0.95,0.19842584611395853,47.14694071999984,0.7089889229686707,0.21387457504556937,0.011925862873856925
stage1,smooth,500,10,tabiclv2,1,20,0,0,-0.004184960775459495,0.050429490625625545,0.05156109945408069,0.047954445098076545,0.95,0.18797797058166676,3.612756295000054,0.35494527179558916,0.07950499383683321,0.011529412337395172
stage1,smooth,500,10,xgboost,0,20,0,0,-0.011928642679557455,0.04651424137715239,0.04612662360246647,0.04863692147410435,0.9,0.19065322881629454,39.0313844549979,0.6570441084414924,0.24174644201662515,0.010314226594766126
stage1,smooth,500,50,ensemble,0,20,0,0,-0.02281685586551177,0.06643821020759333,0.0640183104070178,0.052712938434901394,0.9,0.20663092170336786,830.2832392600045,0.8347456912999908,0.23499220970704396,0.014314929387477403
stage1,smooth,500,50,lasso,0,20,0,0,0.22395511211511035,0.23197090908832899,0.06202385297332777,0.050883401411025805,0.0,0.19945926835301026,0.08908822999801487,2.4038985601337637,0.6325149466057287,0.013868955147481333
stage1,smooth,500,50,mlp,0,20,0,0,0.06149185630786226,0.09884723521887805,0.07940255542904492,0.053314056829698066,0.7,0.20898726251185984,3.578439575001539,2.887152458522196,0.9992959486536861,0.017754951152653943
stage1,smooth,500,50,random_forest,0,20,0,0,-0.023133170810246777,0.06935341022771299,0.06708009288570753,0.05357739472410492,0.9,0.21001952808946395,106.22258290000318,0.8696613853253297,0.23240184818783635,0.014999564762944206
stage1,smooth,500,50,tabiclv2,1,20,0,0,-0.016109931454228222,0.057401322565942305,0.05652555957365822,0.049627464406017376,0.9,0.19453608575967501,3.8273474999998145,0.45973717880031223,0.09022342689455203,0.012639499367291382
stage1,smooth,500,50,xgboost,0,20,0,0,-0.018373196466256375,0.06563514108930601,0.06464801374752728,0.05304115438554433,0.85,0.20791750458819122,166.25372202999569,0.9094394889659757,0.26518805940467094,0.014455735334981191
stage1,smooth,500,100,ensemble,0,20,0,0,-0.0008268879340937007,0.06247288842279338,0.06409021638310239,0.051852714242954304,0.95,0.20325890483367504,1464.237460895005,0.8743109758810801,0.2568119279631981,0.014331008052528764
stage1,smooth,500,100,lasso,0,20,0,0,0.242880299429142,0.247738578177048,0.050090058540862153,0.0491945344920624,0.0,0.1928390316813115,0.10727382999903057,2.457416753900587,0.6399385829569577,0.01120047758943117
stage1,smooth,500,100,mlp,0,20,0,0,0.0552509448447681,0.0722690246900066,0.047795012109337974,0.04997389366871498,0.8,0.1958940635158311,3.889860974995827,3.0571679979261575,1.1851345218759888,0.010687289606190531
stage1,smooth,500,100,random_forest,0,20,0,0,-0.00878756915236975,0.0592539521904314,0.060121013740956346,0.052728983575010525,0.95,0.2066938174968494,179.01881592999854,0.8856438610539185,0.2624101940068049,0.013443467360097732
stage1,smooth,500,100,tabiclv2,1,20,0,0,0.0057958529819481745,0.05946881246877563,0.060723252674980466,0.049344802032248836,0.85,0.1934280696149332,3.963749590000225,0.42894202297518647,0.09362346002841188,0.013578132079615226
stage1,smooth,500,100,xgboost,0,20,0,0,0.005385512640141921,0.0573816372975586,0.0586124519961545,0.052126689022427085,1.0,0.20433286623455293,332.90561579499916,0.9441058534519902,0.2766749796226448,0.01310614269913447
stage1,smooth,1000,10,ensemble,0,20,0,0,-0.002505798279185417,0.036928843238788034,0.03780086935701781,0.03323229472113387,0.9,0.13026820155408592,455.03860531500106,0.31217382079023315,0.12588659316533404,0.00845253134908806
stage1,smooth,1000,10,lasso,0,20,0,0,0.23505588731828567,0.23768830402866242,0.03619333624381923,0.03477210053397244,0.0,0.13630412942678394,0.07975912999972934,2.3882439913838267,0.625852857746977,0.00809307601736867
stage1,smooth,1000,10,mlp,0,20,0,0,-0.027414989571636284,0.04890060713322809,0.04154500064654548,0.03363449642379708,0.75,0.13184480325756703,11.217031624997617,0.442823243843465,0.22618514266592182,0.009289744557094842
stage1,smooth,1000,10,random_forest,0,20,0,0,-0.010668004731707075,0.04354046120676883,0.04330996527046472,0.03603689659699001,0.9,0.14126203888938899,71.24140744500328,0.5709457753548457,0.15276134077465836,0.009684402644791416
stage1,smooth,1000,10,tabiclv2,1,20,0,0,0.0050506761710029605,0.043517532254223716,0.044346319893752345,0.03378635971006894,0.9,0.13244009640090057,3.7042694349999694,0.260594985505166,0.05046860456858645,0.009916138583438148
stage1,smooth,1000,10,xgboost,0,20,0,0,-0.0047536603064964825,0.037916587700263744,0.03859465925040641,0.033880811323588264,0.95,0.1328103399224597,50.74814990999876,0.4250650108665347,0.15124748335854823,0.00863002816523498
stage1,smooth,1000,50,ensemble,0,20,0,0,-0.03319477354421314,0.049637918231741865,0.037864438749577754,0.03653716596665359,0.85,0.14322305878360722,1478.960638539998,0.5958655047883238,0.1549508676647913,0.0084667458973933
stage1,smooth,1000,50,lasso,0,20,0,0,0.22230210006203627,0.22492039496035038,0.035108259294096264,0.03608184920321172,0.0,0.1414382498678004,0.09698208000190789,2.3802637873997745,0.6263909100810596,0.007850445435328802
stage1,smooth,1000,50,mlp,0,20,0,0,0.05331629475166323,0.06472788481300806,0.0376559464280115,0.03935655246170348,0.75,0.1542748507612,6.123165070000686,2.7020442695280638,0.8652009138888686,0.008420125597012409
stage1,smooth,1000,50,random_forest,0,20,0,0,-0.04320866606345041,0.05981127028714482,0.04243135918756714,0.0374231118003988,0.7,0.14669590263639506,239.21651187499955,0.6576807464191585,0.164468670501594,0.009487940352111037
stage1,smooth,1000,50,tabiclv2,1,20,0,0,-0.012530919880608615,0.03581921515849371,0.03442753215112997,0.03502998186319881,0.95,0.13731500566192195,4.206791239999712,0.359635365835419,0.05841103400728818,0.007698230218748618
stage1,smooth,1000,50,xgboost,0,20,0,0,-0.03559937185469153,0.0480614204789095,0.03312789986515481,0.036190439802043714,0.85,0.14186391719334118,207.17989300500193,0.6230805683766238,0.18360708890873306,0.007407623605029227
stage1,smooth,1000,100,ensemble,0,20,0,0,-0.017397908354555847,0.03502938811568136,0.031193299156364283,0.03703157571601189,0.95,0.14516110938830276,2734.8327676750023,0.6580388158208015,0.16754485413328493,0.006975033735611738
stage1,smooth,1000,100,lasso,0,20,0,0,0.23301206925675344,0.2351137754188531,0.032181442386843284,0.035828684604197636,0.0,0.14044586287534416,0.1097919899999397,2.4092623077510344,0.6357800121512784,0.007195989279097466
stage1,smooth,1000,100,mlp,0,20,0,0,0.07407300318735793,0.08252848874186722,0.03733407717836581,0.03802192773429179,0.5,0.14904321796399309,6.22750054999924,2.9616185501390033,1.0370180279637906,0.008348153444804949
stage1,smooth,1000,100,random_forest,0,20,0,0,-0.026647282753044,0.04021597463814102,0.030903022130783768,0.03773177181422261,0.9,0.14790582765751967,441.70735243499513,0.7027408532137789,0.1765186402902253,0.00691012581946129
stage1,smooth,1000,100,tabiclv2,1,20,0,0,-0.0017912684128181978,0.025947892616040833,0.02655846556852549,0.03598154871966979,0.95,0.14104507919705217,4.381075699999565,0.3840866596682837,0.061082898856784994,0.005938653438931059
stage1,smooth,1000,100,xgboost,0,20,0,0,-0.012489877845206892,0.03208394459728224,0.030320784122850646,0.0370413633437472,0.95,0.1451994761840133,411.9985500449984,0.702707624229231,0.19605686492082122,0.006779933442979037
stage1,smooth,2000,10,ensemble,0,20,0,0,-0.003649718020587234,0.020701047676405158,0.020906129377491697,0.02297520859414773,0.95,0.09006116276364935,673.4798806149993,0.1835044248671436,0.07654385696121956,0.00467475264344768
stage1,smooth,2000,10,lasso,0,20,0,0,0.2304892323061229,0.23148882067366916,0.02204750583388138,0.025235983132493874,0.0,0.09892323610829656,0.08375936499505769,2.3623318290350346,0.61615555648033,0.004929972177888195
stage1,smooth,2000,10,mlp,0,20,0,0,-0.03150335199958517,0.036448425648567304,0.01880723671046732,0.02257334965639015,0.8,0.08848590467390863,14.490778200003842,0.2387932763073939,0.15902836861024056,0.004205425975353445
stage1,smooth,2000,10,random_forest,0,20,0,0,-0.006819434295029281,0.021434600727726138,0.020848764301456848,0.025258530341585254,1.0,0.0990116195438386,133.10310618499642,0.44873237370753155,0.11268784365217725,0.004661925422492843
stage1,smooth,2000,10,tabiclv2,1,20,0,0,0.0032582304370743997,0.01938033055630388,0.019600782661347932,0.02333627414545896,0.95,0.09147651371690556,3.7599911999998765,0.12448115503827344,0.028662389987851165,0.004382868244297321
stage1,smooth,2000,10,xgboost,0,20,0,0,-0.003314982108039588,0.021537567418751093,0.021833766797533582,0.023842844137163484,0.95,0.09346223159568484,57.87044308000331,0.28607575581513,0.09075319994838994,0.004882178676416297
stage1,smooth,2000,50,ensemble,0,20,0,0,-0.004343958390492375,0.021510004372731508,0.021614086868877155,0.025326081963327723,1.0,0.09927641703526362,49774.95365624999,0.4318404007474908,0.09912829676487622,0.00483305675103949
stage1,smooth,2000,50,lasso,0,20,0,0,0.23234789102362666,0.233296808330663,0.02156650214781219,0.025288899297825462,0.0,0.09913066366479632,0.1060792499964009,2.373948897320974,0.6218845183299782,0.004822416483940327
stage1,smooth,2000,50,mlp,0,20,0,0,-0.06245204705837666,0.0787992740377438,0.04930108792536935,0.02765952863849998,0.45,0.1084233599216283,11.19912481999927,1.952613579205024,0.708682475238551,0.011024058396581994
stage1,smooth,2000,50,random_forest,0,20,0,0,-0.0203510479634193,0.032381333778082985,0.02584133009527313,0.026569983550617692,0.9,0.10415242165806471,12358.747077999997,0.5508073877645258,0.12061260621284456,0.005778297072204183
stage1,smooth,2000,50,tabiclv2,1,20,0,0,0.0041095340119208625,0.02190002867044287,0.022069817111566296,0.02425127107547933,0.95,0.09506323577451489,4.434090719999949,0.23532135792139336,0.03216518275900715,0.0049349611312450295
stage1,smooth,2000,50,xgboost,0,20,0,0,-0.005021559519988261,0.019639562171485034,0.0194799854715941,0.024950315214313575,1.0,0.0978034384459527,239.99030382999916,0.42929596025555067,0.10841147766760581,0.0043558571715192704
stage1,smooth,2000,100,ensemble,0,20,0,0,-0.01657745247876687,0.03138306712649286,0.02733967565318296,0.025677896245652077,0.85,0.10065550368046867,75406.934334835,0.4766979402251389,0.10589007729528237,0.006113337324331306
stage1,smooth,2000,100,lasso,0,20,0,0,0.22792272418617227,0.22872316510102395,0.019615194255161558,0.025412440090993044,0.0,0.09961493467525626,0.13979018999671097,2.366080692337319,0.6183274767804439,0.00438609077464046
stage1,smooth,2000,100,mlp,0,20,0,0,0.07825968553462023,0.0832160858205674,0.029025189773501596,0.02712921608505491,0.15,0.10634457291102468,11.202047969996055,2.793522642847986,0.9177232457066994,0.006490229739338129
stage1,smooth,2000,100,random_forest,0,20,0,0,-0.03138555799484892,0.04200532296681779,0.028642881119759572,0.026326318356526594,0.75,0.10319727164865564,12826.8840264,0.5595604555292687,0.12489738398526258,0.006404742925522769
stage1,smooth,2000,100,tabiclv2,1,20,0,0,-0.008870205830894512,0.027622240012120127,0.026838848351728686,0.024802798005613656,0.9,0.09722518161364926,5.292477649999728,0.29491063571665344,0.03623026147074806,0.006001348935227352
stage1,smooth,2000,100,xgboost,0,20,0,0,-0.019280894749976345,0.03354828091665544,0.028167436407894885,0.0254551230255374,0.85,0.09978224870417911,428.408968895,0.48138024806379615,0.11952660120426942,0.006298430255995546
stage1,smooth,5000,10,ensemble,0,20,0,0,-0.005321584187837769,0.012317324204195066,0.011397008715725397,0.014386429211257578,1.0,0.05639376624039968,1251.0710440449911,0.10378107569933434,0.04005168758858714,0.0025484486228519562
stage1,smooth,5000,10,lasso,0,20,0,0,0.22867709763855534,0.2291643232835069,0.015323600016564558,0.016090837970317802,0.0,0.06307492580578497,0.08965502499486319,2.3590153772551545,0.6155122650038052,0.0034264611297055254
stage1,smooth,5000,10,mlp,0,20,0,0,-0.02643548193470187,0.03003592067300479,0.014629524061585639,0.014192724725685866,0.5,0.0556344586096708,23.184051724997698,0.14512443472864203,0.10250823196627254,0.0032712610280174305
stage1,smooth,5000,10,random_forest,0,20,0,0,-0.01517155263392499,0.020979404092681505,0.014866401070873494,0.01555670198538935,0.8,0.06098115121917176,334.5288018650026,0.32570895305239933,0.07055594694146466,0.00332422833752488
stage1,smooth,5000,10,tabiclv2,1,20,0,0,0.0006466939799532167,0.011633568852786566,0.011917334175093905,0.014297417160665165,1.0,0.056044845413697274,4.505981500000144,0.05015687330584384,0.011990246326868436,0.002664796932609135
stage1,smooth,5000,10,xgboost,0,20,0,0,-0.005382100441470772,0.012730872811461241,0.011836967845183968,0.014723835526549725,0.95,0.0577163746926576,61.24195052499999,0.16883061987091816,0.04607734688624184,0.002646826474931056
stage1,smooth,5000,50,ensemble,0,20,0,0,-0.0036425904449452874,0.01648303901436278,0.016493128074552072,0.015255821439993813,0.9,0.0598017211539237,5277.132300869993,0.25026819629614533,0.05258184538321566,0.003687975553630865
stage1,smooth,5000,50,lasso,0,20,0,0,0.2323484409841182,0.23282489210510915,0.015274070081280804,0.015896218019002827,0.0,0.06231202961528435,0.15017459499649705,2.375617862828934,0.6226081405251672,0.0034153858994839612
stage1,smooth,5000,50,mlp,0,20,0,0,-0.10636314198683072,0.10769628560054656,0.01733180705019035,0.016074832668652755,0.0,0.06301218617613455,23.881483290009783,0.7922961044501449,0.3600994590257401,0.003875509873713573
stage1,smooth,5000,50,random_forest,0,20,0,0,-0.0191398915720244,0.025383203804641413,0.017105603452458183,0.01632803332778602,0.85,0.06400471452166054,1540.3674864600064,0.4339961827905651,0.07796397255853868,0.0038249292115851586
stage1,smooth,5000,50,tabiclv2,1,20,0,0,0.00019630754532175,0.015183201707259395,0.01557633418906537,0.014737238216192775,0.9,0.057768912270650306,6.135069204999946,0.10728170786513389,0.016304201530952675,0.0034829742087004226
stage1,smooth,5000,50,xgboost,0,20,0,0,-0.005742449095827584,0.01707061794982636,0.01649338864581368,0.015336576899992049,0.9,0.06011827674022674,232.69615446000824,0.2648261686108034,0.05587910929607718,0.003688033819136259
stage1,smooth,5000,100,ensemble,0,20,0,0,-0.004490333780116218,0.012761581023475741,0.012255819359406516,0.015559042123971804,1.0,0.060990324393852643,10312.587360220004,0.30734937922770017,0.057413085344916716,0.0027404845207590896
stage1,smooth,5000,100,lasso,0,20,0,0,0.22828105153368158,0.22870743527754814,0.014321587015502518,0.01588949323731221,0.0,0.06228566895544933,0.22435773499892092,2.3621829867124124,0.6212680090506699,0.003202404211234196
stage1,smooth,5000,100,mlp,0,20,0,0,-0.10682955771266558,0.11202114813677565,0.0345829776928308,0.017733564765345565,0.0,0.06951429651517162,24.82007410999504,2.1118449318523966,0.7744006550133684,0.007732988898552851
stage1,smooth,5000,100,random_forest,0,20,0,0,-0.01891305593978728,0.022956641302265227,0.013349697213177636,0.016481798497102164,0.9,0.06460746290953326,3020.622840855006,0.46072766729460674,0.0800402437664641,0.0029850830447704694
stage1,smooth,5000,100,tabiclv2,1,20,0,0,0.003161079801520317,0.01523537256822822,0.015291007050280489,0.014870927815947625,0.95,0.058292965871904454,8.166965155000161,0.12722417893203858,0.01838026143374516,0.0034191731208855717
stage1,smooth,5000,100,xgboost,0,20,0,0,-0.005927803073185722,0.013023834253854732,0.01189787284824741,0.01547903718128103,1.0,0.06067671078133441,470.9410271650093,0.3056847632968969,0.0614391144557427,0.0026604452476330248
stage1,tree,500,10,ensemble,0,20,0,0,-0.09023188595099241,0.10336816594367877,0.051740084107585425,0.0475539141648102,0.5,0.18640791817387425,235.35521716499935,0.434622925198625,0.2308774748688315,0.011569434522611754
stage1,tree,500,10,lasso,0,20,0,0,-0.07564844183054949,0.08855471638424364,0.04723124570722893,0.043607628680045876,0.6,0.17093876332817168,0.06533200999256224,0.7736095372585787,0.518326205013213,0.010561227606335903
stage1,tree,500,10,mlp,0,20,0,0,-0.08955944753318432,0.10522480660432725,0.05667418685107356,0.04532872273067458,0.5,0.1776853280346485,3.734406494992436,0.8724004769573938,0.5533528876302694,0.012672733436852523
stage1,tree,500,10,random_forest,0,20,0,0,-0.09746450947280923,0.10965065474148036,0.05154390543849625,0.04804629787145041,0.4,0.18833802683705256,34.233791014982856,0.4311211179630334,0.22922768363250084,0.011525567638629872
stage1,tree,500,10,tabiclv2,1,20,0,0,-0.09119287238449411,0.10485728760677379,0.053102788017946816,0.047116769279092356,0.45,0.18469434170980853,3.585968589999993,0.4391811122722477,0.24392382337061855,0.01187414438028904
stage1,tree,500,10,xgboost,0,20,0,0,-0.07855851636982389,0.09179836146503587,0.04872585689276489,0.04711235751268772,0.65,0.1846770479032859,33.44775426001579,0.584541522534178,0.29938661706223135,0.010895432827414897
stage1,tree,500,50,ensemble,0,20,0,0,-0.09880601730090169,0.10644073425056552,0.04061372406016453,0.04768102193499952,0.4,0.18690617147732674,656.1660252450063,0.5407126143050783,0.2597215029822891,0.009081504781794664
stage1,tree,500,50,lasso,0,20,0,0,-0.07624116571833348,0.08669706300893387,0.0423477506304354,0.04371593574713693,0.5,0.17136331922971104,0.07346182499604766,0.8257165402708797,0.5332674790430959,0.009469244910386313
stage1,tree,500,50,mlp,0,20,0,0,-0.1637420870227748,0.1735374513390312,0.058971678792920944,0.04702763643275687,0.15,0.18434494737249435,3.635789590005879,1.517444857923494,0.9094012923238598,0.013186468252825398
stage1,tree,500,50,random_forest,0,20,0,0,-0.10386122417829,0.11146340289686399,0.04151012936032813,0.04817770393413905,0.3,0.18885312913749241,77.43098329500644,0.5500448488911102,0.2548384052395557,0.009281947100450355
stage1,tree,500,50,tabiclv2,1,20,0,0,-0.09236218847532311,0.10324639425148381,0.047340247325324186,0.04704731327203033,0.45,0.18442207916510547,3.7798293899999407,0.5488371991939007,0.27222079538342214,0.010585601109107747
stage1,tree,500,50,xgboost,0,20,0,0,-0.11859382154346805,0.1261993812154063,0.04426938244391703,0.047588536883573285,0.25,0.18654363673751925,134.48158013001085,0.6347497769263643,0.3369619591593419,0.009898934846653424
stage1,tree,500,100,ensemble,0,20,0,0,-0.11246141769673454,0.12444640519898695,0.05466970003278585,0.04995850752526796,0.3,0.19583375094179692,1131.1325531500013,0.5773749725026928,0.23498109053323696,0.012224516558283164
stage1,tree,500,100,lasso,0,20,0,0,-0.08523423952384783,0.09997605301120031,0.05361005000527488,0.04467437065254938,0.55,0.17512031502197986,0.08552241001161746,0.864075164809244,0.5468929603434741,0.011987571608895757
stage1,tree,500,100,mlp,0,20,0,0,-0.1738739548397979,0.1812586383658777,0.05254112986002846,0.047898676882174654,0.05,0.1877593631923672,4.262289385002805,1.9095421869518805,1.1040864910029164,0.011748553798166764
stage1,tree,500,100,random_forest,0,20,0,0,-0.11882300385042491,0.1303402909405577,0.054961088612821916,0.05052366706385415,0.3,0.1980491356240934,129.3141331749968,0.5914752535734978,0.23237738089681886,0.012289673025565943
stage1,tree,500,100,tabiclv2,1,20,0,0,-0.10104538296199365,0.1134129395875249,0.052838636660642445,0.04898217553045058,0.35,0.19200659984820456,3.9784151699997894,0.5683675385140161,0.262080455821006,0.0118150783411609
stage1,tree,500,100,xgboost,0,20,0,0,-0.12971889862979513,0.14334531826008734,0.06258373426949192,0.0494953818320178,0.25,0.194018331583626,267.0251353050029,0.6582468493319056,0.3100802841151365,0.013994148411236706
stage1,tree,1000,10,ensemble,0,20,0,0,-0.08270890525634227,0.095389414480538,0.048756941597417364,0.03356172158457496,0.45,0.13155953112985497,340.37065638500206,0.33124137779897844,0.1803768513711524,0.01090238357868124
stage1,tree,1000,10,lasso,0,20,0,0,-0.06665859485261978,0.07759397758632458,0.04074900179521785,0.0310827749007553,0.45,0.12184223869009188,0.06521276999555994,0.7431496199731098,0.49999227407088254,0.009111753802936808
stage1,tree,1000,10,mlp,0,20,0,0,-0.07817786994449626,0.08789256096023575,0.041209642753661485,0.031960535618232824,0.4,0.12528299747669186,5.230631735004136,0.7950130230625896,0.4943726382134364,0.00921475625256687
stage1,tree,1000,10,random_forest,0,20,0,0,-0.10110036621361078,0.1118148740948903,0.04900356614659957,0.03378250613702798,0.25,0.13242499067215638,52.33129649000475,0.3460662175557505,0.19509765585723854,0.010957530504370407
stage1,tree,1000,10,tabiclv2,1,20,0,0,-0.0965076972776473,0.1077704252335161,0.04921198956586079,0.032987935706630486,0.25,0.12931033181863727,3.670059415000014,0.3240991023021305,0.21228678369549803,0.011004135397727509
stage1,tree,1000,10,xgboost,0,20,0,0,-0.06357801974493013,0.08315974193031626,0.05499644087268953,0.0335196856530207,0.55,0.1313947533060491,39.00804940501403,0.42074595033864304,0.19749168651716098,0.012297578031188165
stage1,tree,1000,50,ensemble,0,20,0,0,-0.10053472431790607,0.10422684274350395,0.02820981454073868,0.03419168458602744,0.15,0.13402894071873414,1118.924430250004,0.4130945998878336,0.2148539067990566,0.00630790629457537
stage1,tree,1000,50,lasso,0,20,0,0,-0.07313270564186239,0.07574193200560492,0.02022108408365646,0.03127951867862679,0.25,0.12261346012771283,0.07474288500670809,0.7508213847762902,0.5011585471566138,0.0045215718589794885
stage1,tree,1000,50,mlp,0,20,0,0,-0.15074955420912078,0.15278740316775685,0.025517021615055296,0.03301698474738944,0.0,0.1294242019659832,5.404656630003592,1.171083706951702,0.7633628602815328,0.005705779491459511
stage1,tree,1000,50,random_forest,0,20,0,0,-0.10586429722884245,0.10863110019075344,0.024994030885221022,0.034564131061732416,0.1,0.13548890407583541,164.8675077000051,0.43198713171865616,0.21214758427300534,0.005588835209108345
stage1,tree,1000,50,tabiclv2,1,20,0,0,-0.0921019220120762,0.09513357086646672,0.024443969603682798,0.03368284029899354,0.2,0.13203430776608335,4.200509425000109,0.38150058272471576,0.2204756452808728,0.005465837767377333
stage1,tree,1000,50,xgboost,0,20,0,0,-0.11410892285831895,0.11657169971129348,0.024454359157077936,0.03415237015147893,0.0,0.13387483096715885,163.1792912499979,0.47041928848194986,0.27671735167655737,0.0054681609421420715
stage1,tree,1000,100,ensemble,0,20,0,0,-0.11204282512121988,0.1156286994132602,0.029315012623457783,0.034952950674265,0.1,0.1370130489499288,2081.3902084800093,0.43706792404522316,0.21589803143344097,0.006555036098731605
stage1,tree,1000,100,lasso,0,20,0,0,-0.08140240678017288,0.08536127768475249,0.026361772529828218,0.031907100642181635,0.25,0.12507353621954165,0.09253880999749527,0.7716566113001819,0.5009996600896456,0.005894671538408249
